Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2023;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences;0;0.0;0
2023;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences économiques - Gestion;0;0.0;0
2023;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de la vie, biologie, santé;4;1.0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;BUT Production;1;0.0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;CPGE ECG;0;0.0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;DEUST;0;0.0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Ecoles d'ingénieurs;0;0.0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Ensemble des bacheliers;4;4.0;3
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Génie civil;0;0.0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Mathématiques et informatique;0;0.0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Pluri Sciences humaines et sociales;1;0.0;0
2023;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Sciences économiques;0;0.0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;BUT Production;2;1.0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;CPGE S;0;0.0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Ecoles d'ingénieurs;0;0.0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Formations des écoles nationales vétérinaires;0;0.0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Génie civil;0;0.0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Informatique;0;0.0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences;0;0.0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Sciences juridiques;1;1.0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Sciences économiques;0;0.0;0
2023;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Sciences po;1;0.0;0
2023;Biologie/Ecologie,Mathématiques Spécialité;BTS Agricole;200;158.0;57
2023;Biologie/Ecologie,Mathématiques Spécialité;BTS Service;124;59.0;21
2023;Biologie/Ecologie,Mathématiques Spécialité;BUT Production;196;101.0;39
2023;Biologie/Ecologie,Mathématiques Spécialité;DEUST;24;7.0;6
2023;Biologie/Ecologie,Mathématiques Spécialité;Ecoles d'ingénieurs;79;51.0;39
2023;Biologie/Ecologie,Mathématiques Spécialité;Formations des écoles nationales vétérinaires;53;4.0;4
2023;Biologie/Ecologie,Mathématiques Spécialité;Licence Arts;19;14.0;5
2023;Biologie/Ecologie,Mathématiques Spécialité;Licence Electronique, Génie électrique, EEA;0;0.0;0
2023;Biologie/Ecologie,Mathématiques Spécialité;Licence Formation générale aux métiers de l ingénieur;26;2.0;0
2023;Biologie/Ecologie,Mathématiques Spécialité;Licence Histoire;23;14.0;3
2023;Biologie/Ecologie,Mathématiques Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2023;Biologie/Ecologie,Mathématiques Spécialité;Licence Physique;25;2.0;0
2023;Biologie/Ecologie,Mathématiques Spécialité;Licence Psychlogie, Sciences cognitives;53;27.0;10
2023;Biologie/Ecologie,Mathématiques Spécialité;Licence Sciences de la vie, biologie, santé;250;141.0;33
2023;Biologie/Ecologie,Numérique et Sciences Informatiques;D.E sanitaire;0;0.0;0
2023;Biologie/Ecologie,Numérique et Sciences Informatiques;Ecoles d'ingénieurs;0;0.0;0
2023;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Formation générale aux métiers de l ingénieur;0;0.0;0
2023;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence LEA;0;0.0;0
2023;Biologie/Ecologie,Numérique et Sciences Informatiques;Licence Pluri Lettres - Langues - Sciences humaines;0;0.0;0
