Année du Baccalauréat;Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
2022;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;CPGE L;87;56.0;20
2022;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;D.E sanitaire;2851;1611.0;1161
2022;Sciences de la vie et de la Terre Spécialité,Sciences Economiques et Sociales Spécialité;Sciences po;81;7.0;5
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Chimie;8;5.0;1
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Génie civil;2;1.0;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Langues et littératures étrangères;7;5.0;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;3;3.0;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Philosophie, Epistémologie;1;1.0;1
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Physique et chimie;2;1.0;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences de gestion;3;0.0;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences du langage - Linguistique;2;1.0;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Licence Sciences religieuses;0;0.0;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;PASS;24;11.0;4
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;BTS Service;38;17.0;4
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;CPGE ECG;1;1.0;1
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Ecoles de Commerce;3;1.0;1
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;D.E  social;1;0.0;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;D.E sanitaire;21;8.0;5
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;DCG;1;1.0;0
2022;Sciences de la vie et de la Terre Spécialité,Sciences de l'ingénieur et sciences physiques;Ensemble des bacheliers;184;164.0;135
2021;Art,Art;Licence Informatique;0;0.0;0
2021;Art,Art;Licence Physique et chimie;0;0.0;0
2021;Art,Art;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0.0;0
2021;Art,Art;Licence Pluri Sciences humaines et sociales;0;0.0;0
2021;Art,Art;Licence Sciences de gestion;0;0.0;0
2021;Art,Art;Licence Sciences de l éducation;0;0.0;0
2021;Art,Art;Licence Sciences et technologies industrielles;0;0.0;0
2021;Art,Art;PASS;0;0.0;0
2021;Art,Art;DEUST;0;0.0;0
2021;Art,Art;Ensemble des bacheliers;2;1.0;1
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Arts;1402;1034.0;462
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Formation générale aux métiers de l ingénieur;1;0.0;0
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Géographie;279;167.0;50
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Langues;7;5.0;1
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Sciences humaines et sociales;18;5.0;2
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de la vie, biologie, santé;17;5.0;2
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences politiques;317;58.0;25
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;BUT Production;120;19.0;10
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;BTS Agricole;53;27.0;15
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;CPGE S;59;8.0;5
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;Formations d'ART;798;224.0;136
2021;Art,Histoire-Géographie, Géopolitique et Sciences politiques;CUPGE;1;1.0;1
2021;Art,Humanités, Littérature et Philosophie;Licence Electronique, Génie électrique, EEA;0;0.0;0
2021;Art,Humanités, Littérature et Philosophie;Licence Physique et chimie;0;0.0;0
2021;Art,Humanités, Littérature et Philosophie;Licence Pluri Lettres - Langues - Sciences humaines;272;182.0;46
2021;Art,Humanités, Littérature et Philosophie;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;2;0.0;0
2021;Art,Humanités, Littérature et Philosophie;Licence Sciences de l univers, de la terre, de l espace;2;0.0;0
2021;Art,Humanités, Littérature et Philosophie;Licence Sciences politiques;43;6.0;3
2021;Art,Humanités, Littérature et Philosophie;Licence Sciences religieuses;3;3.0;0
2021;Art,Humanités, Littérature et Philosophie;Licence Sciences économiques;3;1.0;0
2021;Art,Humanités, Littérature et Philosophie;PASS;28;6.0;1
2021;Art,Humanités, Littérature et Philosophie;BTS Agricole;43;16.0;8
2021;Art,Humanités, Littérature et Philosophie;CUPGE;2;2.0;0
2021;Art,Humanités, Littérature et Philosophie;Sciences po;34;5.0;4
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Archéologie, Ethno, Préhistoire, Anthropologie;65;40.0;7
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Formation générale aux métiers de l ingénieur;8;0.0;0
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Informatique;23;12.0;8
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence LEA;1630;1153.0;424
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Langues et littératures étrangères;2971;2439.0;1034
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Pluri Droit - Sciences éco - AES;2;0.0;0
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences économiques - Gestion;87;30.0;8
2021;Art,Langues, littératures et cultures étrangères et régionales;Licence Sciences juridiques;554;322.0;158
2021;Art,Langues, littératures et cultures étrangères et régionales;PASS;35;9.0;5
2021;Art,Langues, littératures et cultures étrangères et régionales;BTS Service;1473;511.0;226
2021;Art,Langues, littératures et cultures étrangères et régionales;D.E sanitaire;105;17.0;13
2021;Art,Langues, littératures et cultures étrangères et régionales;Sciences po;53;4.0;4
2021;Art,Mathématiques Spécialité;Licence MASS;28;20.0;4
2021;Art,Mathématiques Spécialité;Licence Mathématiques;139;76.0;20
2021;Art,Mathématiques Spécialité;Licence Pluri Langues;5;2.0;0
2021;Art,Mathématiques Spécialité;Licence Pluri Sciences fondamentales et applications;2;0.0;0
2021;Art,Mathématiques Spécialité;Licence Pluri Sciences humaines et sociales;2;1.0;0
2021;Art,Mathématiques Spécialité;Licence STAPS;124;56.0;24
2021;Art,Mathématiques Spécialité;Licence Sciences de l information et de la communication;74;35.0;4
2021;Art,Mathématiques Spécialité;Licence Sciences politiques;15;2.0;0
2021;Art,Mathématiques Spécialité;Licence L.AS;552;35.0;8
2021;Art,Mathématiques Spécialité;BUT Production;230;93.0;44
2021;Art,Mathématiques Spécialité;BTS Service;389;151.0;66
2021;Art,Mathématiques Spécialité;CPGE S;147;26.0;8
2021;Art,Mathématiques Spécialité;Ecoles d'ingénieurs;55;12.0;7
2021;Art,Mathématiques Spécialité;D.E  social;17;7.0;4
2021;Art,Mathématiques Spécialité;DCG;25;11.0;4
2021;Art,Mathématiques Spécialité;DEUST;17;3.0;1
2021;Art,Mathématiques Spécialité;Ensemble des bacheliers;1639;1432.0;1132
2021;Art,Numérique et Sciences Informatiques;Licence Formation générale aux métiers de l ingénieur;14;6.0;0
2021;Art,Numérique et Sciences Informatiques;Licence Philosophie, Epistémologie;6;3.0;0
2021;Art,Numérique et Sciences Informatiques;Licence Pluri Sciences;1;0.0;0
2021;Art,Numérique et Sciences Informatiques;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Art,Numérique et Sciences Informatiques;Licence Sciences de l éducation;3;1.0;1
2021;Art,Numérique et Sciences Informatiques;Licence Sciences de la vie, biologie, santé;9;1.0;1
2021;Art,Numérique et Sciences Informatiques;Licence Sciences et technologies industrielles;9;2.0;2
2021;Art,Numérique et Sciences Informatiques;Licence Sciences juridiques;17;8.0;3
2021;Art,Numérique et Sciences Informatiques;Licence Sciences religieuses;1;1.0;0
2021;Art,Numérique et Sciences Informatiques;Licence Sciences économiques;4;0.0;0
2021;Art,Numérique et Sciences Informatiques;DEUST;8;3.0;1
2021;Art,Physique-Chimie Spécialité;Licence AES;5;4.0;1
2021;Art,Physique-Chimie Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;3;2.0;1
2021;Art,Physique-Chimie Spécialité;Licence Langues et littératures étrangères;60;46.0;13
2021;Art,Physique-Chimie Spécialité;Licence Mathématiques;18;8.0;2
2021;Art,Physique-Chimie Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;5;4.0;1
2021;Art,Physique-Chimie Spécialité;Licence Sciences de gestion;2;1.0;0
2021;Art,Physique-Chimie Spécialité;Licence Sciences juridiques;27;20.0;12
2021;Art,Physique-Chimie Spécialité;Licence Sciences religieuses;0;0.0;0
2021;Art,Physique-Chimie Spécialité;PASS;18;5.0;1
2021;Art,Physique-Chimie Spécialité;BUT Service;38;11.0;6
2021;Art,Physique-Chimie Spécialité;BTS Production;46;19.0;5
2021;Art,Physique-Chimie Spécialité;BTS Service;218;90.0;45
2021;Art,Physique-Chimie Spécialité;CPGE S;37;6.0;1
2021;Art,Physique-Chimie Spécialité;D.E  social;3;1.0;0
2021;Art,Physique-Chimie Spécialité;CUPGE;3;1.0;0
2021;Art,Sciences Economiques et Sociales Spécialité;Licence AES;252;169.0;40
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Histoire;351;275.0;67
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Langues et littératures françaises;153;99.0;28
2021;Art,Sciences Economiques et Sociales Spécialité;Licence MASS;3;1.0;0
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Pluri Lettres - Sciences du langage - Arts;11;7.0;0
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;4;0.0;0
2021;Art,Sciences Economiques et Sociales Spécialité;Licence Sociologie, Démographie;395;301.0;70
2021;Art,Sciences Economiques et Sociales Spécialité;BUT Service;617;165.0;79
2021;Art,Sciences Economiques et Sociales Spécialité;BTS Production;136;36.0;15
2021;Art,Sciences Economiques et Sociales Spécialité;Ecoles de Commerce;105;60.0;41
2021;Art,Sciences Economiques et Sociales Spécialité;D.E sanitaire;64;20.0;17
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Chimie;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Géographie;1;1.0;1
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Informatique;2;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Langues et littératures étrangères;2;2.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Pluri Langues;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Pluri Sciences économiques - Gestion;3;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Licence Sciences de l information et de la communication;0;0.0;0
2021;Art,Sciences de l'ingénieur et sciences physiques;Sciences po;1;0.0;0
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;10;5.0;0
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Histoire;135;116.0;34
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Langues et littératures étrangères;82;60.0;19
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Philosophie, Epistémologie;25;15.0;2
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Physique;8;1.0;0
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Sciences et technologies industrielles;25;2.0;0
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence Sciences juridiques;81;40.0;14
2021;Art,Sciences de la vie et de la Terre Spécialité;Licence L.AS;497;64.0;31
2021;Art,Sciences de la vie et de la Terre Spécialité;CPGE L;14;8.0;1
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Chimie;0;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Langues et littératures étrangères;4;4.0;3
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Pluri Langues;0;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de l univers, de la terre, de l espace;1;1.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sciences de la vie, biologie, santé;3;1.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Licence Sociologie, Démographie;2;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;BTS Agricole;4;3.0;2
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Formations d'ART;0;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;Autres formations;1;0.0;0
2021;Biologie/Ecologie,Histoire-Géographie, Géopolitique et Sciences politiques;CUPGE;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Archéologie, Ethno, Préhistoire, Anthropologie;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Chimie;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence LEA;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Physique et chimie;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Pluri Lettres - Langues - Sciences humaines;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Pluri Sciences de la vie, de la santé, de la terre et de l univers;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Psychlogie, Sciences cognitives;2;1.0;1
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence STAPS;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Sciences de l information et de la communication;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Licence Sciences religieuses;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;CPGE ECG;0;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;D.E sanitaire;1;0.0;0
2021;Biologie/Ecologie,Humanités, Littérature et Philosophie;Formations d'ART;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Formation générale aux métiers de l ingénieur;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Physique et chimie;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences humaines et sociales;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Psychlogie, Sciences cognitives;1;1.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence Sciences juridiques;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Licence L.AS;2;1.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;BTS Production;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Ecoles de Commerce;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;D.E  social;0;0.0;0
2021;Biologie/Ecologie,Langues, littératures et cultures étrangères et régionales;Ensemble des bacheliers;3;3.0;2
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;4;2.0;0
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Arts;13;6.0;2
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Génie civil;0;0.0;0
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Géographie;8;7.0;1
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Informatique;30;8.0;2
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Langues et littératures françaises;6;4.0;1
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Mathématiques;53;22.0;7
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Philosophie, Epistémologie;3;1.0;0
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Pluri Sciences fondamentales et applications;0;0.0;0
2021;Biologie/Ecologie,Mathématiques Spécialité;Licence Sciences politiques;2;1.0;1
2021;Biologie/Ecologie,Mathématiques Spécialité;Ecoles d'ingénieurs;44;30.0;21
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;3;2.0;0
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Formation générale aux métiers de l ingénieur;90;22.0;5
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Génie civil;1;1.0;1
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence MASS;2;2.0;0
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Pluri Langues;1;0.0;0
2021;Biologie/Ecologie,Physique-Chimie Spécialité;Licence Sciences économiques;11;3.0;1
2021;Biologie/Ecologie,Physique-Chimie Spécialité;BTS Service;220;82.0;21
2021;Biologie/Ecologie,Physique-Chimie Spécialité;CPGE L;8;6.0;5
2021;Biologie/Ecologie,Physique-Chimie Spécialité;CPGE S;220;82.0;48
2021;Biologie/Ecologie,Physique-Chimie Spécialité;DEUST;21;10.0;3
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Formation générale aux métiers de l ingénieur;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Informatique;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Langues et littératures étrangères;1;1.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Mathématiques et informatique;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Physique;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Pluri Langues;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Pluri Lettres - Langues - Sciences humaines;1;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence STAPS;2;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Sciences de l éducation;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence Sciences juridiques;2;1.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Licence L.AS;8;1.0;1
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;BUT Production;1;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;CPGE S;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Ecoles d'ingénieurs;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;Ecoles de Commerce;0;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;D.E  social;1;0.0;0
2021;Biologie/Ecologie,Sciences Economiques et Sociales Spécialité;D.E sanitaire;2;1.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Formation générale aux métiers de l ingénieur;7;2.0;1
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Génie civil;4;2.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence LEA;802;577.0;157
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence MASS;3;1.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Pluri Langues;46;26.0;6
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Pluri Sciences;58;22.0;4
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Sciences juridiques;5095;4040.0;2618
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Licence Sciences économiques;104;22.0;2
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;BUT Service;1871;387.0;158
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;CPGE ECG;276;86.0;23
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;CPGE S;66;3.0;2
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;Formations d'ART;655;151.0;80
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;CUPGE;23;10.0;4
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Humanités, Littérature et Philosophie;DCG;26;5.0;3
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence AES;1044;599.0;154
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Informatique;46;14.0;4
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Langues et littératures étrangères;7322;6155.0;2285
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Philosophie, Epistémologie;529;264.0;31
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence STAPS;792;277.0;152
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l éducation;807;394.0;135
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;BUT Service;3248;791.0;347
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;CPGE L;1778;1312.0;655
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;CPGE S;80;8.0;4
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Ecoles d'ingénieurs;20;5.0;5
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;Formations d'ART;1116;241.0;130
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Langues, littératures et cultures étrangères et régionales;DCG;57;24.0;8
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence AES;19;14.0;2
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Sciences de l univers, de la terre, de l espace;8;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Licence Sciences économiques;3;0.0;0
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;BUT Production;109;33.0;22
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;BUT Service;60;14.0;3
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;Ecoles d'ingénieurs;14;3.0;1
2021;Histoire-Géographie, Géopolitique et Sciences politiques,Numérique et Sciences Informatiques;CUPGE;0;0.0;0
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Physique;4;1.0;1
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Langues;82;27.0;9
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Lettres - Langues - Sciences humaines;853;529.0;95
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Pluri Sciences humaines et sociales;28;11.0;1
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Psychlogie, Sciences cognitives;2645;1514.0;810
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l information et de la communication;748;352.0;111
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Sciences de l univers, de la terre, de l espace;6;0.0;0
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Sciences politiques;207;47.0;18
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Licence Sciences religieuses;11;10.0;1
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;BTS Service;1718;683.0;302
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;CPGE ECG;61;23.0;8
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Ecoles de Commerce;147;61.0;41
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;D.E  social;209;51.0;42
2021;Humanités, Littérature et Philosophie,Langues, littératures et cultures étrangères et régionales;Sciences po;193;12.0;9
2021;Littérature et langues et cultures de l'Antiquité,Art;Licence Génie civil;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;Licence Informatique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;Licence Mathématiques;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;Licence Philosophie, Epistémologie;4;3.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;Licence Physique;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;Licence Pluri Langues;0;0.0;0
2021;Littérature et langues et cultures de l'Antiquité,Art;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
